pilot_mmsi,vessel_mmsi,start_time,end_time,duration_minutes,num_observations,min_distance,max_distance,avg_distance,start_lat,start_lon,end_lat,end_lon,course_aligned_observations,speed_similar_observations,stationary_observations,avg_course_difference,avg_speed_difference,course_alignment_ratio,speed_similarity_ratio,primary_validation_reason
440313260.0,354307000.0,2023-06-07 23:03:37,2023-06-07 23:11:47,8.166666666666666,6,63.08506985605363,66.99227094828201,64.58208461478745,35.077805,128.782421666667,35.0778166666667,128.782433333333,0,0,6,177.20000000000002,0.016666666666666666,0.0,0.0,stationary_vessel
440313260.0,354307000.0,2023-06-07 23:25:47,2023-06-07 23:27:47,2.0,2,63.07281957630899,63.6005034308208,63.3366615035649,35.0777883333333,128.782408333333,35.0777866666667,128.782415,0,0,2,177.2,0.0,0.0,0.0,stationary_vessel
440313260.0,354307000.0,2023-06-07 23:51:07,2023-06-07 23:53:47,2.6666666666666665,2,62.640038986667776,63.69948968127081,63.1697643339693,35.0777766666667,128.782411666667,35.0777816666667,128.782418333333,0,0,2,177.2,0.0,0.0,0.0,stationary_vessel
440313260.0,440319740.0,2023-06-07 00:47:33,2023-06-07 00:50:43,3.1666666666666665,2,44.59093216362747,44.76562612114073,44.6782791423841,35.0778966666667,128.782381666667,35.07788,128.78239,0,0,2,82.0,0.1,0.0,0.0,stationary_vessel
440313260.0,440319740.0,2023-06-07 10:28:59,2023-06-07 10:39:09,10.166666666666666,5,40.5126999321124,44.56276515360609,42.18635460226049,35.0778983333333,128.782388333333,35.0778966666667,128.782411666667,0,0,5,50.71999999999999,0.13999999999999999,0.0,0.0,stationary_vessel
440313260.0,440319740.0,2023-06-07 10:51:40,2023-06-07 10:53:19,1.65,3,43.726952751162855,45.234032823373425,44.621068489390645,35.0778966666667,128.782405,35.0778983333333,128.782401666667,0,0,3,37.599999999999994,0.03333333333333333,0.0,0.0,stationary_vessel
440313260.0,440319740.0,2023-06-07 11:05:59,2023-06-07 11:12:30,6.516666666666667,4,40.438447068695005,44.35154890420477,42.62265356759196,35.0779016666667,128.78239,35.0779066666667,128.782405,0,0,4,37.599999999999994,0.05,0.0,0.0,stationary_vessel
440313260.0,440319740.0,2023-06-07 11:53:49,2023-06-07 12:14:19,20.5,12,39.99918860651614,51.342357851940356,44.67032470050412,35.0779183333333,128.782385,35.0779416666667,128.782371666667,0,0,12,37.6,0.06666666666666667,0.0,0.0,stationary_vessel
440313260.0,440319740.0,2023-06-07 14:47:11,2023-06-07 14:48:31,1.3333333333333333,2,42.03109261662011,42.5673191988073,42.2992059077137,35.077905,128.782378333333,35.07792,128.782395,0,0,2,135.29999999999998,0.1,0.0,0.0,stationary_vessel
440313260.0,440319740.0,2023-06-07 14:56:21,2023-06-07 14:59:51,3.5,4,39.5736302529639,42.35899602092077,41.013159639134635,35.07793,128.782386666667,35.0779366666667,128.78239,0,0,4,135.29999999999998,0.07500000000000001,0.0,0.0,stationary_vessel
440313260.0,440319740.0,2023-06-07 15:10:31,2023-06-07 15:12:11,1.6666666666666667,2,41.25361556296251,44.45351772659605,42.85356664477928,35.077925,128.782388333333,35.0779183333333,128.782386666667,0,0,2,135.29999999999998,0.1,0.0,0.0,stationary_vessel
440313260.0,440319740.0,2023-06-07 15:25:22,2023-06-07 15:36:42,11.333333333333334,6,39.530659116097155,45.00313566957603,42.925729494911245,35.07792,128.782385,35.0779166666667,128.782376666667,0,0,6,135.29999999999998,0.08333333333333333,0.0,0.0,stationary_vessel
440313260.0,440319740.0,2023-06-07 15:55:52,2023-06-07 15:58:52,3.0,2,39.80909102614706,41.87213119449094,40.840611110319,35.07792,128.782405,35.0779116666667,128.78242,0,0,2,135.29999999999998,0.0,0.0,0.0,stationary_vessel
440313260.0,440319740.0,2023-06-07 17:29:33,2023-06-07 17:52:53,23.333333333333332,11,38.99939130733594,45.044781883965314,42.336123783537346,35.0778833333333,128.782418333333,35.077885,128.78241,0,0,11,135.29999999999998,0.02727272727272728,0.0,0.0,stationary_vessel
440313260.0,440319740.0,2023-06-07 20:02:14,2023-06-07 20:07:14,5.0,3,41.753472740887645,45.16543587849113,43.59391539123907,35.0778033333333,128.782405,35.0777816666667,128.782423333333,0,0,3,35.099999999999994,0.0,0.0,0.0,stationary_vessel
440313260.0,440319740.0,2023-06-07 20:20:54,2023-06-07 20:26:14,5.333333333333333,6,38.47169492506297,49.02217399701383,43.55720047155663,35.0778016666667,128.782403333333,35.0778116666667,128.782445,0,0,6,35.099999999999994,0.016666666666666666,0.0,0.0,stationary_vessel
